"Sample","Exclude","Organism","Site","Country","Island","name","colour","clade"
"T-Mau_421","No","Cratopus_confusus","Lion_Mountain","Mauritius",,"T-Mau_421_Cratopus_confusus_(Lion_Mountain-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_422","No","Cratopus_confusus","Lion_Mountain","Mauritius",,"T-Mau_422_Cratopus_confusus_(Lion_Mountain-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_429","No","Cratopus_confusus","Lion_Mountain","Mauritius",,"T-Mau_429_Cratopus_confusus_(Lion_Mountain-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_437","No","Cratopus_confusus","Lion_Mountain","Mauritius",,"T-Mau_437_Cratopus_confusus_(Lion_Mountain-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_57","No","Cratopus_confusus","Brise_Fer","Mauritius",,"T-Mau_57_Cratopus_confusus_(Brise_Fer-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3","No","Cratopus_deceptus","Le_Pouce","Mauritius",,"T-Mau_3_Cratopus_deceptus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3627","No","Cratopus_deceptus","Le_Pouce","Mauritius",,"T-Mau_3627_Cratopus_deceptus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3694","No","Cratopus_deceptus","Le_Pouce","Mauritius",,"T-Mau_3694_Cratopus_deceptus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3908","No","Cratopus_deceptus","Camp_Thorel","Mauritius",,"T-Mau_3908_Cratopus_deceptus_(Camp_Thorel-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_442","No","Cratopus_deceptus","Lion_Mountain","Mauritius",,"T-Mau_442_Cratopus_deceptus_(Lion_Mountain-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_450","No","Cratopus_deceptus","Plaine_Champagne","Mauritius",,"T-Mau_450_Cratopus_deceptus_(Plaine_Champagne-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_476","No","Cratopus_deceptus","Plaine_Champagne","Mauritius",,"T-Mau_476_Cratopus_deceptus_(Plaine_Champagne-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_482","No","Cratopus_deceptus","Plaine_Champagne","Mauritius",,"T-Mau_482_Cratopus_deceptus_(Plaine_Champagne-Mauritius)","red","Cratopus aeneoniger group"
"T-Reu_2000","No","Cratopus_ditissimus","Basse_Vallee","France","Reunion Island","T-Reu_2000_Cratopus_ditissimus_(Basse_Vallee-Reunion)","Blue","Cratopus ditissimus"
"T-Reu_2415","No","Cratopus_ditissimus","Ravine_de_la_Grande_Chaloupe","France","Reunion Island","T-Reu_2415_Cratopus_ditissimus_(Ravine_de_la_Grande_Chaloupe-Reunion)","Blue","Cratopus ditissimus"
"T-Reu_2416","No","Cratopus_ditissimus","Ravine_de_la_Grande_Chaloupe","France","Reunion Island","T-Reu_2416_Cratopus_ditissimus_(Ravine_de_la_Grande_Chaloupe-Reunion)","Blue","Cratopus ditissimus"
"T-Reu_2913","No","Cratopus_ditissimus","Mare_Longue","France","Reunion Island","T-Reu_2913_Cratopus_ditissimus_(Mare_Longue-Reunion)","Blue","Cratopus ditissimus"
"T-Reu_2923","No","Cratopus_ditissimus","Mare_Longue","France","Reunion Island","T-Reu_2923_Cratopus_ditissimus_(Mare_Longue-Reunion)","Blue","Cratopus ditissimus"
"T-Reu_3343","No","Cratopus_ditissimus","Bayonne","France","Reunion Island","T-Reu_3343_Cratopus_ditissimus_(Bayonne-Reunion)","Blue","Cratopus ditissimus"
"T-Reu_3640","No","Cratopus_ditissimus","Vallee_Heureuse","France","Reunion Island","T-Reu_3640_Cratopus_ditissimus_(Vallee_Heureuse-Reunion)","Blue","Cratopus ditissimus"
"T-Mau_249","No","Cratopus_emarginatus","Pigeon_wood","Mauritius",,"T-Mau_249_Cratopus_emarginatus_(Pigeon_wood-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3581","No","Cratopus_emarginatus","Le_Pouce","Mauritius",,"T-Mau_3581_Cratopus_emarginatus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3582","No","Cratopus_emarginatus","Le_Pouce","Mauritius",,"T-Mau_3582_Cratopus_emarginatus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3642","No","Cratopus_emarginatus","Le_Pouce","Mauritius",,"T-Mau_3642_Cratopus_emarginatus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3661","No","Cratopus_emarginatus","Le_Pouce","Mauritius",,"T-Mau_3661_Cratopus_emarginatus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3753","No","Cratopus_emarginatus","Le_Pouce","Mauritius",,"T-Mau_3753_Cratopus_emarginatus_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Reu_2007","No","Cratopus_sumptuosus","Vallee_Heureuse","France","Reunion Island","T-Reu_2007_Cratopus_sumptuosus_(Vallee_Heureuse-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2018","No","Cratopus_sumptuosus","Plaine_d'Affouches","France","Reunion Island","T-Reu_2018_Cratopus_sumptuosus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2034","No","Cratopus_sumptuosus","Plaine_d'Affouches","France","Reunion Island","T-Reu_2034_Cratopus_sumptuosus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2049","No","Cratopus_sumptuosus","Col_de_Bellevue","France","Reunion Island","T-Reu_2049_Cratopus_sumptuosus_(Col_de_Bellevue-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2064","No","Cratopus_sumptuosus","Plaine_d'Affouches","France","Reunion Island","T-Reu_2064_Cratopus_sumptuosus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2087","No","Cratopus_sumptuosus","Ravine_de_la_Grande_Chaloupe","France","Reunion Island","T-Reu_2087_Cratopus_sumptuosus_(Ravine_de_la_Grande_Chaloupe-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2109","No","Cratopus_sumptuosus","Ravine_de_la_Grande_Chaloupe","France","Reunion Island","T-Reu_2109_Cratopus_sumptuosus_(Ravine_de_la_Grande_Chaloupe-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2222","No","Cratopus_sumptuosus","Col_de_Bellevue","France","Reunion Island","T-Reu_2222_Cratopus_sumptuosus_(Col_de_Bellevue-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2292","No","Cratopus_sumptuosus","Vallee_Heureuse","France","Reunion Island","T-Reu_2292_Cratopus_sumptuosus_(Vallee_Heureuse-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2333","No","Cratopus_sumptuosus","Bayonne","France","Reunion Island","T-Reu_2333_Cratopus_sumptuosus_(Bayonne-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2377","No","Cratopus_sumptuosus","Plaine_des_Gregues","France","Reunion Island","T-Reu_2377_Cratopus_sumptuosus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2574","No","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2574_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2577","No","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2577_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2578","No","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2578_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2579","No","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2579_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2580","No","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2580_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2581","Yes","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2581_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2582","Yes","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2582_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2583","Yes","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2583_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2638","Yes","Cratopus_sumptuosus","Le_Maido","France","Reunion Island","T-Reu_2638_Cratopus_sumptuosus_(Le_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2655","No","Cratopus_sumptuosus","Route_des_Tamarinds","France","Reunion Island","T-Reu_2655_Cratopus_sumptuosus_(Route_des_Tamarinds-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2708","No","Cratopus_sumptuosus","Route_des_Tamarinds","France","Reunion Island","T-Reu_2708_Cratopus_sumptuosus_(Route_des_Tamarinds-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2768","No","Cratopus_sumptuosus","Grand_Etang","France","Reunion Island","T-Reu_2768_Cratopus_sumptuosus_(Grand_Etang-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2769","No","Cratopus_sumptuosus","Grand_Etang","France","Reunion Island","T-Reu_2769_Cratopus_sumptuosus_(Grand_Etang-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2775","No","Cratopus_sumptuosus","Route_de_Plaine_de_les_fougiers","France","Reunion Island","T-Reu_2775_Cratopus_sumptuosus_(Route_de_Plaine_de_les_fougiers-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2797","No","Cratopus_sumptuosus","Route_de_Plaine_de_les_fougiers","France","Reunion Island","T-Reu_2797_Cratopus_sumptuosus_(Route_de_Plaine_de_les_fougiers-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2825","No","Cratopus_sumptuosus","Trois_Bassins","France","Reunion Island","T-Reu_2825_Cratopus_sumptuosus_(Trois_Bassins-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2856","No","Cratopus_sumptuosus","Nez_de_Boeuf","France","Reunion Island","T-Reu_2856_Cratopus_sumptuosus_(Nez_de_Boeuf-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2865","No","Cratopus_sumptuosus","Nez_de_Boeuf","France","Reunion Island","T-Reu_2865_Cratopus_sumptuosus_(Nez_de_Boeuf-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2872","No","Cratopus_sumptuosus","Gros_Piton_Rond","France","Reunion Island","T-Reu_2872_Cratopus_sumptuosus_(Gros_Piton_Rond-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2879","No","Cratopus_sumptuosus","Gros_Piton_Rond","France","Reunion Island","T-Reu_2879_Cratopus_sumptuosus_(Gros_Piton_Rond-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2880","No","Cratopus_sumptuosus","Gros_Piton_Rond","France","Reunion Island","T-Reu_2880_Cratopus_sumptuosus_(Gros_Piton_Rond-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2910","No","Cratopus_sumptuosus","Mare_Longue","France","Reunion Island","T-Reu_2910_Cratopus_sumptuosus_(Mare_Longue-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2929","No","Cratopus_sumptuosus","Foret_du_Volcane","France","Reunion Island","T-Reu_2929_Cratopus_sumptuosus_(Foret_du_Volcane-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2975","No","Cratopus_sumptuosus","Foret_du_Volcane","France","Reunion Island","T-Reu_2975_Cratopus_sumptuosus_(Foret_du_Volcane-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2985","No","Cratopus_sumptuosus","Plaine_des_Lianes","France","Reunion Island","T-Reu_2985_Cratopus_sumptuosus_(Plaine_des_Lianes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_2989","No","Cratopus_sumptuosus","Plaine_des_Lianes","France","Reunion Island","T-Reu_2989_Cratopus_sumptuosus_(Plaine_des_Lianes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3022","No","Cratopus_sumptuosus","Piton_Textor","France","Reunion Island","T-Reu_3022_Cratopus_sumptuosus_(Piton_Textor-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3025","No","Cratopus_sumptuosus","Piton_Textor","France","Reunion Island","T-Reu_3025_Cratopus_sumptuosus_(Piton_Textor-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3033","No","Cratopus_sumptuosus","Pic_Adam","France","Reunion Island","T-Reu_3033_Cratopus_sumptuosus_(Pic_Adam-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3155","No","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3155_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3156","No","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3156_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3160","No","Cratopus_sumptuosus","Volcano","France","Reunion Island","T-Reu_3160_Cratopus_sumptuosus_(Volcano-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3163","No","Cratopus_sumptuosus","Foret_de_Tevelave","France","Reunion Island","T-Reu_3163_Cratopus_sumptuosus_(Foret_de_Tevelave-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3197","No","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3197_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3211","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3211_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3224","No","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3224_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3225","No","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3225_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3258","No","Cratopus_sumptuosus","Route_forrestiere_du_Maido","France","Reunion Island","T-Reu_3258_Cratopus_sumptuosus_(Route_forrestiere_du_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3259","No","Cratopus_sumptuosus","Route_forrestiere_du_Maido","France","Reunion Island","T-Reu_3259_Cratopus_sumptuosus_(Route_forrestiere_du_Maido-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3404","No","Cratopus_sumptuosus","Piton_Mahot","France","Reunion Island","T-Reu_3404_Cratopus_sumptuosus_(Piton_Mahot-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3436","No","Cratopus_sumptuosus","Piton_Mahot","France","Reunion Island","T-Reu_3436_Cratopus_sumptuosus_(Piton_Mahot-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3452","No","Cratopus_sumptuosus","Piton_Mahot","France","Reunion Island","T-Reu_3452_Cratopus_sumptuosus_(Piton_Mahot-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3553","No","Cratopus_sumptuosus","Foret_de_Bebour","France","Reunion Island","T-Reu_3553_Cratopus_sumptuosus_(Foret_de_Bebour-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3623","No","Cratopus_sumptuosus","Foret_de_Bebour","France","Reunion Island","T-Reu_3623_Cratopus_sumptuosus_(Foret_de_Bebour-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3630","No","Cratopus_sumptuosus","Vallee_Heureuse","France","Reunion Island","T-Reu_3630_Cratopus_sumptuosus_(Vallee_Heureuse-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3631","No","Cratopus_sumptuosus","Vallee_Heureuse","France","Reunion Island","T-Reu_3631_Cratopus_sumptuosus_(Vallee_Heureuse-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3726","No","Cratopus_sumptuosus","Takamaka","France","Reunion Island","T-Reu_3726_Cratopus_sumptuosus_(Takamaka-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3740","No","Cratopus_sumptuosus","Takamaka","France","Reunion Island","T-Reu_3740_Cratopus_sumptuosus_(Takamaka-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3749","No","Cratopus_sumptuosus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3749_Cratopus_sumptuosus_(Plaine_des_Fougiers-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3804","No","Cratopus_sumptuosus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3804_Cratopus_sumptuosus_(Plaine_des_Fougiers-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3817","No","Cratopus_sumptuosus","Sentier_Trophee_Mondial","France","Reunion Island","T-Reu_3817_Cratopus_sumptuosus_(Sentier_Trophee_Mondial-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_382","No","Cratopus_sumptuosus","Hell_Bourg","France","Reunion Island","T-Reu_382_Cratopus_sumptuosus_(Hell_Bourg-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3840","No","Cratopus_sumptuosus","Grand_Etang","France","Reunion Island","T-Reu_3840_Cratopus_sumptuosus_(Grand_Etang-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3937","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3937_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3939","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3939_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3993","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3993_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_3994","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_3994_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_401","No","Cratopus_sumptuosus","Hell_Bourg","France","Reunion Island","T-Reu_401_Cratopus_sumptuosus_(Hell_Bourg-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4021","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_4021_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4060","Yes","Cratopus_sumptuosus","Les_Makes","France","Reunion Island","T-Reu_4060_Cratopus_sumptuosus_(Les_Makes-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4123","No","Cratopus_sumptuosus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4123_Cratopus_sumptuosus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_417","No","Cratopus_sumptuosus","Foret_de_Bebour","France","Reunion Island","T-Reu_417_Cratopus_sumptuosus_(Foret_de_Bebour-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_418","No","Cratopus_sumptuosus","Foret_de_Bebour","France","Reunion Island","T-Reu_418_Cratopus_sumptuosus_(Foret_de_Bebour-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4189","No","Cratopus_sumptuosus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4189_Cratopus_sumptuosus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4227","No","Cratopus_sumptuosus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4227_Cratopus_sumptuosus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4314","No","Cratopus_sumptuosus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4314_Cratopus_sumptuosus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4478","No","Cratopus_sumptuosus","Cap_Blanc","France","Reunion Island","T-Reu_4478_Cratopus_sumptuosus_(Cap_Blanc-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4503","No","Cratopus_sumptuosus","Cap_Blanc","France","Reunion Island","T-Reu_4503_Cratopus_sumptuosus_(Cap_Blanc-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4507","No","Cratopus_sumptuosus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_4507_Cratopus_sumptuosus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4531","No","Cratopus_sumptuosus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_4531_Cratopus_sumptuosus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4569","No","Cratopus_sumptuosus","Site_Dior","France","Reunion Island","T-Reu_4569_Cratopus_sumptuosus_(Site_Dior-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4625","No","Cratopus_sumptuosus","Grande_Coude","France","Reunion Island","T-Reu_4625_Cratopus_sumptuosus_(Grande_Coude-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4653","No","Cratopus_sumptuosus","Grande_Coude","France","Reunion Island","T-Reu_4653_Cratopus_sumptuosus_(Grande_Coude-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4681","No","Cratopus_sumptuosus","Grande_Coude","France","Reunion Island","T-Reu_4681_Cratopus_sumptuosus_(Grande_Coude-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4724","No","Cratopus_sumptuosus","Grande_Coude","France","Reunion Island","T-Reu_4724_Cratopus_sumptuosus_(Grande_Coude-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4771","No","Cratopus_sumptuosus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4771_Cratopus_sumptuosus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4784","No","Cratopus_sumptuosus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4784_Cratopus_sumptuosus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4807","No","Cratopus_sumptuosus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4807_Cratopus_sumptuosus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4817","No","Cratopus_sumptuosus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4817_Cratopus_sumptuosus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4885","No","Cratopus_sumptuosus","Site_Dior","France","Reunion Island","T-Reu_4885_Cratopus_sumptuosus_(Site_Dior-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4886","No","Cratopus_sumptuosus","Le_Block","France","Reunion Island","T-Reu_4886_Cratopus_sumptuosus_(Le_Block-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_4889","No","Cratopus_sumptuosus","Le_Block","France","Reunion Island","T-Reu_4889_Cratopus_sumptuosus_(Le_Block-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_5002","No","Cratopus_sumptuosus","Le_Block","France","Reunion Island","T-Reu_5002_Cratopus_sumptuosus_(Le_Block-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_5068","No","Cratopus_sumptuosus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5068_Cratopus_sumptuosus_(Plaine_des_Tamarinds-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_5113","No","Cratopus_sumptuosus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5113_Cratopus_sumptuosus_(Plaine_des_Tamarinds-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_5114","No","Cratopus_sumptuosus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5114_Cratopus_sumptuosus_(Plaine_des_Tamarinds-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_5125","No","Cratopus_sumptuosus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_5125_Cratopus_sumptuosus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus sumptuosus"
"T-Reu_5126","No","Cratopus_sumptuosus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_5126_Cratopus_sumptuosus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus sumptuosus"
"T-Mau_3680","No","Cratopus_fasciger","Le_Pouce","Mauritius",,"T-Mau_3680_Cratopus_fasciger_(Le_Pouce-Mauritius)","red","Cratopus fasciger"
"T-Reu_2450","No","Cratopus_frapieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2450_Cratopus_frapieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2021","No","Cratopus_frappieri","Basse_Vallee","France","Reunion Island","T-Reu_2021_Cratopus_frappieri_(Basse_Vallee-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2026","No","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2026_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2027","No","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2027_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2033","No","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2033_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2044","No","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2044_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2082","No","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2082_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2121","No","Cratopus_frappieri","Hell_Bourg","France","Reunion Island","T-Reu_2121_Cratopus_frappieri_(Hell_Bourg-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2144","Yes","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2144_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2191","No","Cratopus_frappieri","Piton_Hyacinthe","France","Reunion Island","T-Reu_2191_Cratopus_frappieri_(Piton_Hyacinthe-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2199","Yes","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2199_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2220","Yes","Cratopus_frappieri","Vallee_Heureuse","France","Reunion Island","T-Reu_2220_Cratopus_frappieri_(Vallee_Heureuse-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2264","No","Cratopus_frappieri","Piton_Desforges","France","Reunion Island","T-Reu_2264_Cratopus_frappieri_(Piton_Desforges-Reunion)","Blue","Cratopus frapieri group"
"T-Reu_2268","No","Cratopus_frappieri","Hell_Bourg","France","Reunion Island","T-Reu_2268_Cratopus_frappieri_(Hell_Bourg-Reunion)","Blue","Cratopus frapieri group"
